id,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,city,state,zipcode,market,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
2684840,"Clean, sunny 2 bedroom in amazing Roslindale Village, 6 miles from downtown Boston . Recently remodeled condo offering everything you need for your stay. Located steps from the Arnold Arboretum and Roslindale Village.",2014-03-31,within a few hours,100.0,100.0,f,Roslindale,2,"['email', 'phone', 'reviews']",t,f,"Primrose Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,San Francisco,"Boston, MA",42.29172341146307,-71.13155602161845,t,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",93.0,1,0.0,1,1125,0,0,0,0,1,2016-07-23,2016-07-23,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,2,0.64
13547301,"My place is close to Public Transportation. The train station to downtown Boston is a short 1 minute walk from my house. You’ll love my place because of the neighborhood, the comfy bed, the light, and the coziness. My place is good for couples, solo adventurers, business travelers, and families (with kids).",2016-02-04,within an hour,100.0,97.0,f,Roslindale,1,"['email', 'phone', 'reviews', 'kba']",t,t,"Fairview Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.287641034701096,-71.12988286590424,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",150.0,5,30.0,2,21,8,17,39,129,12,2016-06-27,2016-09-03,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,moderate,f,f,1,4.93
5434353,"Enjoy the full space of our home as you explore some of the more trendy and hip parts of Boston. Close to Jamaica Plain, and steps to Roslindale Square, this warm abode offers the convenience to Downtown, yet nestled off the beaten track.        ",2013-10-27,within a day,75.0,100.0,f,Roslindale,1,"['email', 'phone', 'reviews', 'kba']",t,t,"Tyndale Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.28626473620894,-71.13706513072117,t,House,Entire home/apt,2,1.5,2.0,2.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",145.0,2,35.0,3,1125,11,14,44,319,7,2015-09-01,2016-08-06,91.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,moderate,f,f,1,0.56
225979,Fresh home roasted coffee from around the world awaits you each morning along with a thick slice of my freshly baked artisan bread. This alcove room is comfortable for any length of stay with some stays up to 6 months. Excellent for those relocating.,2011-09-18,within an hour,100.0,79.0,f,Roslindale,2,"['email', 'phone', 'facebook', 'reviews']",t,f,"Augustus Ave, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.2814520694321,-71.12925004404066,t,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",60.0,1,0.0,1,365,4,34,64,339,70,2011-09-22,2016-08-02,96.0,9.0,10.0,10.0,10.0,9.0,10.0,f,t,strict,f,f,2,1.16
3420384,Located along public transportation with plenty of on street parking.,2011-03-09,within a few hours,100.0,100.0,f,Roslindale,1,"['email', 'phone', 'reviews']",t,f,"Doncaster Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.27440801253166,-71.12529404441553,t,House,Private room,4,1.0,1.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",165.0,3,15.0,3,1125,20,50,80,349,1,2016-08-26,2016-08-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.0
13512930,"Clean, sunny 1 bedroom in amazing Roslindale Village, 6 miles from downtown Boston. Recently remodeled condo offering everything you need for your stay. Located steps from the Arnold Arboretum and Roslindale Village.",2014-03-31,within a few hours,100.0,100.0,f,Roslindale,2,"['email', 'phone', 'reviews']",t,f,"Primrose Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.29181491557826,-71.13158793430709,t,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",75.0,1,15.0,1,1125,0,0,0,0,1,2016-06-20,2016-06-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,2,0.37
7482195,"A handsome colonial house set on a tranquil side street.  Fully furnished with several rooms.  Easy commute to Downtown with nearest bus stop only a five minute walk away.  Near restaurants, grocery and shopping arcade.  Laundry and WiFi available.",2015-05-30,within a day,100.0,100.0,t,Roslindale,3,"['email', 'phone', 'reviews', 'kba']",t,t,"Brook Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.282224755841604,-71.11518855890074,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",49.0,1,10.0,5,1125,0,0,20,295,0,,,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,3,1.17
7252607,"A handsome colonial house set on a tranquil side street. Fully furnished with spacious rooms. Easy commute to Downtown with nearest bus stop only a 5 minute walk away. Near restaurants, grocery and shopping arcade. Laundry and WiFi available.",2015-05-30,within a day,100.0,100.0,t,Roslindale,3,"['email', 'phone', 'reviews', 'kba']",t,t,"Brook St, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.28280175042395,-71.11514509094087,f,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",49.0,1,10.0,5,1125,0,0,0,262,4,2015-07-19,2016-08-21,95.0,9.0,10.0,10.0,10.0,9.0,10.0,f,f,strict,f,f,3,0.29
2583074,"My home is a villa in one of the friendliest, and safest  neighborhood of Boston.   The room  has a window overlooking  the yard and street.   All utilities and WIFI are included. Shared bathroom /kitchen.   The bus line is less than a minute walk.",2014-03-17,within a few hours,100.0,94.0,t,Roslindale,3,"['email', 'phone', 'reviews', 'kba']",t,t,"Cedrus Avenue, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.27964781834151,-71.13605872909109,t,Villa,Private room,1,2.5,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",40.0,1,0.0,2,1125,6,27,57,332,31,2014-08-19,2016-08-30,99.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,3,1.24
13251243,"Lovely sun-filled private guest cottage set on single family landscaped lot. The cottage is newly renovated and furnished for your comfort.  It provides a private, peaceful setting just 6.5 miles from downtown Boston.  We will be happy to help you during your stay if needed. A guide book for the area will be available to you upon your arrival. We think this listing is destined to be a Best of Boston AirBNB! Come experience why.",2016-05-28,within an hour,100.0,100.0,f,Roslindale,1,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,"Weld Street, Roslindale, MA 02131, United States",Roslindale,Roslindale,MA,02131,Boston,"Roslindale, MA",42.29403534422037,-71.13223724631055,t,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",120.0,3,0.0,2,6,0,7,32,207,16,2016-06-19,2016-09-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,5.93
225834,"High atop Metropolitan Hill. Expansive view. No buildings higher, sleep with the windows uncovered. Experience sunrise like you were sleeping on the beach. Home roasted exotic coffee and fresh baked bread greet you in the morning. A travel adventure.",2011-09-18,within an hour,100.0,79.0,f,Roslindale,2,"['email', 'phone', 'facebook', 'reviews']",t,f,"Augustus Ave, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.280528126236185,-71.13084254103526,t,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",70.0,1,10.0,1,365,0,0,24,299,38,2011-10-03,2016-08-31,98.0,9.0,10.0,10.0,10.0,9.0,9.0,f,t,strict,f,f,2,0.63
6400432,Three bedroom in Boston's Roslindale neighborhood - spacious backyard and large playroom make it incredibly kid-friendly. Off-street parking. Bus brings you to Forest Hills T Station on the Orange Line; walk to commuter rail and shops/restaurants.,2014-10-29,within a day,100.0,63.0,f,Roslindale,1,"['email', 'phone', 'reviews', 'kba']",t,t,"Metropolitan Ave, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.27838291101699,-71.12878009724983,f,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",150.0,6,0.0,3,1125,0,0,0,0,21,2015-08-07,2016-08-19,88.0,9.0,9.0,9.0,10.0,9.0,10.0,f,f,flexible,f,f,1,1.58
5498472,"Our spacious, modern, immaculate town home is located in Roslindale, MA,  a fun and family friendly neighborhood of Boston. We are a perfect option for families with small children or those without who want to stay in a large, fully stocked home.",2015-02-28,1351,100.0,94.0,f,Roslindale,1,"['email', 'reviews']",t,f,"Chisholm Lane, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.27683095063724,-71.12955973831468,t,House,Entire home/apt,5,3.5,4.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",175.0,1,0.0,14,1125,0,0,0,0,1,2015-07-24,2015-07-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,0.07
894539,missing,2013-01-19,within an hour,100.0,92.0,t,Roslindale,2,"['email', 'phone', 'reviews', 'kba']",t,t,"Ashfield Street, Roslindale, MA 02131, United States",Roslindale,Roslindale,MA,02131,Boston,"Roslindale, MA",42.290903928902345,-71.13023771355206,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",95.0,1,0.0,1,1125,0,0,0,1,40,2013-10-15,2016-09-02,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,moderate,f,f,2,1.13
879929,missing,2013-01-10,within an hour,100.0,100.0,f,Roslindale,1,"['email', 'phone', 'reviews']",t,f,"Ashfield Street, Roslindale, MA 02131, United States",Roslindale,Roslindale,MA,02131,Boston,"Roslindale, MA",42.291519991700966,-71.13185776978565,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",90.0,1,0.0,1,1125,0,0,0,122,43,2013-05-08,2015-12-01,95.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,1,1.06
9218312,"Located in the Peter's Hill neighborhood, restored 1884 Victorian offers a private entrance, private marble bathroom and a large, comfortable bedroom. Roslindale Square, Arnold Arboretum and the T are all just a few minutes walk.",2015-11-01,within a few hours,100.0,100.0,t,Roslindale,1,"['email', 'phone', 'reviews', 'kba']",t,t,"Fairview Street, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.289071070855776,-71.12823296377442,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",95.0,1,0.0,2,1125,8,16,37,107,33,2016-01-06,2016-08-24,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,4.02
321328,missing,2013-08-21,within a day,60.0,100.0,f,Roslindale,1,"['email', 'phone', 'reviews', 'jumio']",t,t,"Selwyn St, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.29223824022419,-71.13449706289938,t,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly""}",100.0,1,100.0,1,30,21,51,81,356,11,2012-06-23,2015-10-24,90.0,9.0,8.0,10.0,9.0,9.0,9.0,f,f,flexible,f,f,1,0.21
1810172,"This second floor bedroom sleeps two in a queen bed. It includes street view, semi-private full bath & use of first floor living area, front porch & garden. Great plus: free street parking or a short walk to public transport into Boston/Cambridge.",2013-09-14,within an hour,100.0,89.0,t,Roslindale,2,"['email', 'phone', 'reviews', 'kba']",t,t,"Durnell Avenue, Boston, MA 02131, United States",Roslindale,Boston,MA,02131,Boston,"Boston, MA",42.28208581195228,-71.1333486774579,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",67.0,1,5.0,1,1125,0,5,35,310,20,2013-11-02,2016-08-15,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,2,0.58
