id,summary,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood_cleansed,city,state,zipcode,market,smart_location,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
3883392,"Spacious apt in popular Seattle neighborhood.  1 block to bus and easy access by car to groceries, gas, freeway, stadiums, cruise ships.  Well stocked, quiet and restful space for your vacation; sorry, no accommodations for parties.",2014-08-13,within an hour,100.0,100.0,t,Queen Anne,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t,"West Howe Street, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.6355455115124,-122.37317075183506,t,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",245.0,1,0.0,3,14,30,60,90,362,13,2014-11-09,2015-10-02,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,0.92
8889257,"Enjoy our amazing, updated & modern design cottage, located blocks from many of Seattle's best sites! The house is surrounded by million $ homes w/ easy access to downtown. Located on Queen Anne Hill, one of Seattle's most sought-after neighborhoods.",2015-01-10,within an hour,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,"West Prospect Street, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.629506809234314,-122.3676292967417,t,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",165.0,4,20.0,2,1125,13,40,63,337,3,2015-12-16,2016-01-02,100.0,10.0,10.0,9.0,9.0,10.0,10.0,f,f,strict,f,f,1,3.0
5680462,"Stunning Designsponge featured 6 bed, 3.75 bath, 4,000 sq ft home in the city's BEST location w/ free parking for about the same price as a decent hotel in Seattle. Walk to all of Queen Anne, or drive 5 min to downtown- this is where you want to be!",2014-10-10,within an hour,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,"7th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63920265551509,-122.36586274154313,t,House,Entire home/apt,16,3.5,6.0,15.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",461.0,8,50.0,3,29,19,40,65,327,18,2015-06-15,2015-11-15,98.0,9.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,1,2.65
8988178,"This home is full of light, art and comfort. 5 mins to Downtown, 1 min to coffee.",2012-07-18,within a few hours,100.0,100.0,f,Queen Anne,1.0,"['email', 'reviews', 'kba']",t,f,"12th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63564979343857,-122.37289282480928,f,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",109.0,1,0.0,3,15,30,60,69,69,1,2015-11-25,2015-11-25,80.0,8.0,10.0,8.0,8.0,8.0,8.0,f,f,strict,f,f,1,0.73
3245876,"Master bedroom suite with 1/4 bath & kitchenette hidden within lovely Kinnear Park. Mere blocks from Key Arena & Space Needle. Short ride to Pike Place, stadiums, & convention center. Enjoy the quiet, or a quick walk to tons of bars, restaurants, & shops!",2013-10-16,within an hour,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,"West Mercer Place, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.626200373817085,-122.36660192617585,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",66.0,1,25.0,1,10,29,59,89,364,84,2014-06-30,2016-01-02,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1,4.55
4933447,"Beautiful private entrance garden suite overlooking Elliot Bay. Off street covered parking available, convenient to public transportation.  Close to Seattle Center, SPU, Whole Foods, Pikes Mkt. Complimentary meal at local cafe/bar - The Sitting Room.",2014-12-31,within an hour,100.0,100.0,t,Queen Anne,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,"12th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.64064587578452,-122.37240588895551,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",99.0,1,0.0,2,14,29,52,82,171,45,2015-03-16,2015-11-06,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,4.58
6291829,"This  home built in 1909.  It has 5 bedrooms and 3.5 baths.  Perfect for family groups.  All modern conveniences.  It is only one block from the main street filled with restaurants, coffee shops and 4 BLOCKS TO KERRY PARK'S FAMOUS FIREWORKS DISPLAY.",2015-05-05,1672,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t,"1st Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63602477658138,-122.35869359564735,t,House,Entire home/apt,10,3.5,5.0,5.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",700.0,1,0.0,3,30,24,54,84,359,5,2015-07-07,2015-08-10,85.0,10.0,9.0,9.0,9.0,8.0,8.0,f,f,flexible,f,f,1,0.82
9218403,"This clean and comfortable one bedroom sits right across from Kinnear Park in Seattle's lower Queen Anne neighborhood. Walk to Seattle Center, the SAM Sculpture Park, or just sit on the deck and enjoy the view of Puget Sound and downtown Seattle.",2014-04-09,within a few hours,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'reviews', 'kba']",t,t,"West Olympic Place, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.62794033813239,-122.36495872243864,f,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110.0,1,0.0,1,1125,29,55,85,360,1,2016-01-03,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.0
4125779,"Relax in your own private finished basement space in a 1925 Craftsman in Upper Queen Anne, one of Seattle's most historic and lively neighborhoods.  Just 2 blocks from many trendy restaurants, yoga, shopping, etc.  Just a 15 minute bus ride to  Downtown, Fremont and Amazon / S. Lake Union by bus.",2014-09-16,within an hour,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f,"2nd Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63637426223885,-122.36103343324051,t,House,Private room,3,1.5,1.0,2.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",99.0,1,10.0,1,1125,30,60,90,365,11,2014-09-27,2015-10-18,84.0,9.0,9.0,9.0,9.0,10.0,8.0,f,f,moderate,f,f,1,0.71
8942678,"Welcome to Seattle! Enjoy your stay in a  turn-of-the-century Queen Anne home. Lovely setting in the heart of the city. Cosy up with a cup of coffee in the window seat or enjoy all of the fabulous Seattle restaurants, cafes and shops 1 block away.",2015-10-16,within a day,100.0,100.0,f,Queen Anne,1.0,"['phone', 'reviews']",t,f,"1st Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63563222417987,-122.35888090262146,t,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",450.0,1,0.0,4,1125,0,0,0,53,1,2015-12-01,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,0.86
10106055,"Greetings!  Our home is a beautiful, 1920's 4 bedroom craftsman in the iconic Seattle neighborhood of Queen Anne, featuring spectacular views of Elliot Bay and the Olympics. Amenities include washer/dryer, full living room, private entry & bathroom!",2015-12-20,1672,100.0,100.0,f,Queen Anne,1.0,['phone'],t,f,"West Galer Street, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.633393957777855,-122.37191994372273,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",75.0,1,0.0,1,1125,30,60,90,365,0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.54
6362362,Enjoy Seattle from the ideally located Queen Anne Hill.  Enjoy the quaintness and charm of Queen Anne while having easy access to all around the area. L,2015-05-11,1672,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'reviews']",t,f,"10th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63851671212965,-122.36958103291498,t,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",600.0,1,0.0,3,1125,0,0,0,212,1,2015-07-20,2015-07-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,0.18
3544550,"Our home is very light and full of character and charm.  Great gourmet kitchen and large living room with sunset views of the water.  3 bedrooms, 2.25 bath, large private garden with fountain and plenty of parking.  Located 5 minutes from downtown.",2014-06-12,within a few hours,67.0,100.0,f,Queen Anne,2.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,"7th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63139734518299,-122.36776687067899,t,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",450.0,6,50.0,4,1125,0,3,33,293,8,2015-07-04,2015-09-02,100.0,10.0,10.0,9.0,10.0,10.0,10.0,f,f,strict,f,f,2,1.3
9025039,"Our cozy little bungalow is the perfect place to relax and call home during your trip to the Emerald City!  2 comfortable bedrooms, 1 bath, endless charm--located at the top of Queen Anne.  Family friendly!",2010-01-06,within a few hours,100.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,"West McGraw Street, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63875224201261,-122.36797266885502,t,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}",150.0,1,0.0,1,1125,0,0,0,49,0,,,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.54
3200646,Micro camper with queen size bed and seating for two ! (well 70 x 60 ) This camper is small if your over six feet tall this is not the camper for you . Claustrophobic keep looking ! but if you are into seeing how small you can go this is PERFECT ,2012-10-30,within an hour,100.0,100.0,t,Queen Anne,5.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']",t,t,"West Wheeler Street, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.639266020260955,-122.37472581108143,t,Camper/RV,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}",45.0,1,0.0,2,7,22,49,49,107,80,2014-07-06,2016-01-02,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,strict,t,t,5,4.38
8859380,"This three bedroom flat is your gorgeous retreat in Seattle. It is located on Queen Anne, a neighborhood that is known as the “best neighborhood to live in."" You will lack nothing in this fully equipped  home, ideal for long stays.",2012-10-07,within an hour,100.0,100.0,f,Queen Anne,5.0,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,"9th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.62990711611138,-122.36894813824877,t,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300.0,1,0.0,2,1125,24,54,84,356,6,2015-10-24,2016-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,2.47
4520099,"Designer home situated on Queen Anne Hill overlooking Magnolia.  Enjoy custom furnishings, gourmet kitchen, spa bathroom, and a cozy bedroom.  Easy access to downtown Seattle, Ballard and Fremont.  Whole Foods is just a walk away.  *all building construction is finished.",2013-05-01,within an hour,71.0,100.0,f,Queen Anne,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,"14th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63981586823574,-122.37433846349177,t,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",80.0,3,50.0,2,1125,0,1,30,305,4,2015-01-04,2015-07-25,85.0,8.0,9.0,7.0,10.0,9.0,9.0,f,f,strict,f,f,1,0.33
2481869,"Enjoy your own 1 BR cottage atop Queen Anne hill! Just renovated, this little home is airy and bright, with its own studio/work space/garage below for long-term guests.",2013-02-21,within an hour,98.0,100.0,t,Queen Anne,6.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t,"7th Avenue West, Seattle, WA 98119, United States",West Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",47.63900777818944,-122.36532007300232,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",175.0,1,0.0,2,365,19,46,62,323,38,2014-05-01,2015-10-11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,t,t,6,1.86
